"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"27",2022-03-08 00:02:10,1,303,100,48.7245211058033,6.26143548937862
"28",2022-03-08 00:02:15,1,303,100,48.7565893338363,5.54599191269702
"29",2022-03-08 00:02:20,1,303,100,49.2432457498757,5.99032199013296
"30",2022-03-08 00:02:25,1,303,100,49.7316896920782,6.68038992842645
"31",2022-03-08 00:02:30,1,303,100,49.6072455726302,6.67312361710128
"32",2022-03-08 00:02:35,1,303,100,49.883401560125,6.27636817169783
"33",2022-03-08 00:02:40,1,303,100,48.1728578007419,6.09611228482605
"34",2022-03-08 00:02:45,1,303,100,48.9967417203579,6.09337876356537
"35",2022-03-08 00:02:50,1,303,100,48.2383985506407,6.12853721786635
"36",2022-03-08 00:02:55,1,303,100,49.5448233054894,6.18986280594885
"37",2022-03-08 00:03:00,1,303,100,48.5283761851881,6.66002083063514
"38",2022-03-08 00:03:05,1,303,100,49.6708178003111,6.42538714369982
"39",2022-03-08 00:03:10,1,303,100,49.2479839416867,6.12430239774086
"40",2022-03-08 00:03:15,1,303,100,47.8836785761159,6.08458091078491
"41",2022-03-08 00:03:20,1,303,100,49.117481991291,6.34376576688025
"42",2022-03-08 00:03:25,1,303,100,48.6651734940274,6.70210071813947
"43",2022-03-08 00:03:30,1,303,100,48.750773920663,6.84243723075266
"44",2022-03-08 00:03:35,1,303,100,49.0185556668348,6.45285832741942
"45",2022-03-08 00:03:40,1,303,100,48.0127170256563,5.91412991599035
"46",2022-03-08 00:03:45,1,303,100,48.6358305234103,6.50877129610218
"47",2022-03-08 00:03:50,1,303,100,49.7453525752484,5.9853395611397
"48",2022-03-08 00:03:55,1,303,100,48.6133492626117,6.72147459179784
"49",2022-03-08 00:04:00,1,303,100,49.0906861937711,6.48404859773938
"50",2022-03-08 00:04:05,1,303,100,49.6359187994639,6.56710623795129
"51",2022-03-08 00:04:10,1,303,100,50.2180241843191,6.5729025301275
"52",2022-03-08 00:04:15,1,303,100,49.0031007886544,6.04236991093089
"53",2022-03-08 00:04:20,1,303,100,49.4561147475826,6.5433118891271
"54",2022-03-08 00:04:25,1,303,100,49.699003457565,5.96047110660251
"55",2022-03-08 00:04:30,1,303,100,49.4578846878903,6.08307058121717
"56",2022-03-08 00:04:35,1,303,100,49.3169291005344,6.1853215703399
"57",2022-03-08 00:04:40,1,303,100,49.0731331925812,6.2012244374088
"58",2022-03-08 00:04:45,1,303,100,48.9219022459801,6.13744951926276
"59",2022-03-08 00:04:50,1,303,100,48.214532732951,6.14412755376916
"60",2022-03-08 00:04:55,1,303,100,49.8125335719808,6.50479659766891
"61",2022-03-08 00:05:00,1,303,100,49.6442631713343,5.91677307036239
"62",2022-03-08 00:05:05,1,303,100,48.3814062713886,6.20731350328497
"63",2022-03-08 00:05:10,1,303,100,49.1891091941011,6.09692996615369
"64",2022-03-08 00:05:15,1,303,100,48.0444269022996,6.69513268942015
"65",2022-03-08 00:05:20,1,303,100,49.673339196751,6.24795471489037
"66",2022-03-08 00:05:25,1,303,100,48.0658482303585,6.47718734061199
"67",2022-03-08 00:05:30,1,303,100,49.0280863331276,5.79070360666623
"68",2022-03-08 00:05:35,1,303,100,48.6498010507358,6.267626971267
"69",2022-03-08 00:05:40,1,303,100,48.9388346269887,6.57119951746244
"70",2022-03-08 00:05:45,1,303,100,48.3094470657347,5.98759876833561
"71",2022-03-08 00:05:50,1,303,100,49.2744227664595,6.48794994809757
"72",2022-03-08 00:05:55,1,303,100,48.2257688476069,6.1889732212414
"73",2022-03-08 00:06:00,1,303,100,49.248801870114,6.28695735732937
"74",2022-03-08 00:06:05,1,303,100,50.1266332388818,6.53656633241817
"75",2022-03-08 00:06:10,1,303,100,48.718844081123,6.26445797558318
"76",2022-03-08 00:06:15,1,303,100,49.2394813805108,6.02226868155595
"77",2022-03-08 00:06:20,1,303,100,49.4577443269077,6.50781199360391
"78",2022-03-08 00:06:25,1,303,100,48.3579630467301,6.21947098830939
"79",2022-03-08 00:06:30,1,303,100,48.8478632561895,6.27870140770564
"80",2022-03-08 00:06:35,1,303,100,49.0986384760613,5.98749394847669
"81",2022-03-08 00:06:40,1,303,100,48.7994266496782,5.64357459498074
"82",2022-03-08 00:06:45,1,303,100,48.7350615425945,6.32439639630776
"83",2022-03-08 00:06:50,1,303,100,49.1383343087974,6.07920635527289
"84",2022-03-08 00:06:55,1,303,100,48.0649518420114,5.66137560574164
"85",2022-03-08 00:07:00,1,303,100,49.0504590549683,5.95908613083043
"86",2022-03-08 00:07:05,1,303,100,49.7912336560684,6.14947403037412
"87",2022-03-08 00:07:10,1,303,100,49.2067159863923,6.43009917895761
"88",2022-03-08 00:07:15,1,303,100,49.6110778280222,6.25445215785317
"89",2022-03-08 00:07:20,1,303,100,49.6892197153168,6.55102495000205
"90",2022-03-08 00:07:25,1,303,100,48.901182683814,5.85082712591519
"91",2022-03-08 00:07:30,1,303,100,49.2410607759304,6.32292656502517
"92",2022-03-08 00:07:35,1,303,100,48.6027167342302,5.60407388614439
"93",2022-03-08 00:07:40,1,303,100,48.7362310136918,6.48927272825253
"94",2022-03-08 00:07:45,1,303,100,49.3211333585706,6.52334234890148
"95",2022-03-08 00:07:50,1,303,100,49.2079290846914,6.29013589157646
"96",2022-03-08 00:07:55,1,303,100,48.3852587889248,6.39677838668324
"97",2022-03-08 00:08:00,1,303,100,48.6524233617383,6.2135651717802
"98",2022-03-08 00:08:05,1,303,100,49.0727960763347,5.8901189014063
"99",2022-03-08 00:08:10,1,303,100,48.3381657719723,6.25737266251005
"100",2022-03-08 00:08:15,1,303,100,49.5588816115197,6.15601949169596
"101",2022-03-08 00:08:20,1,303,100,48.6732892810575,6.03572146649706
"102",2022-03-08 00:08:25,1,303,100,48.7819356865686,5.98923086516156
"103",2022-03-08 00:08:30,1,303,100,48.7907576662258,5.91751175186305
"104",2022-03-08 00:08:35,1,303,100,49.8168376778434,6.35655606384668
"105",2022-03-08 00:08:40,1,303,100,48.8923078869582,6.02112961540023
"106",2022-03-08 00:08:45,1,303,100,48.0495718124684,5.88881131759384
"107",2022-03-08 00:08:50,1,303,100,48.7626486214733,6.10752899248885
"108",2022-03-08 00:08:55,1,303,100,48.9728617246491,6.46080883422158
"109",2022-03-08 00:09:00,1,303,100,49.0632913063937,6.59189411116224
"110",2022-03-08 00:09:05,1,303,100,48.5395549747474,6.36818915539248
"111",2022-03-08 00:09:10,1,303,100,48.4268822137114,6.31391750837312
"112",2022-03-08 00:09:15,1,303,100,49.8366539860219,6.02194739893218
"113",2022-03-08 00:09:20,1,303,100,48.8164119828132,6.70734951175848
"114",2022-03-08 00:09:25,1,303,100,49.7247172494198,6.90878430939976
"115",2022-03-08 00:09:30,1,303,100,49.2745205862122,6.47946510084471
"116",2022-03-08 00:09:35,1,303,100,48.2917950397625,6.46555708317129
"117",2022-03-08 00:09:40,1,303,100,49.3178819531648,6.68239704187968
"118",2022-03-08 00:09:45,1,303,100,48.7686230492451,6.50588596606526
"119",2022-03-08 00:09:50,1,303,100,49.0801208024106,5.97924950613248
"120",2022-03-08 00:09:55,1,303,100,49.4617060132828,6.78477747703617
"121",2022-03-08 00:10:00,1,303,100,49.3861494704889,6.1669224600413
"122",2022-03-08 00:10:05,1,303,100,48.4667029895661,5.97396089499823
"123",2022-03-08 00:10:10,1,303,100,49.8558457162447,5.78804420917304
"124",2022-03-08 00:10:15,1,303,100,49.957868516979,6.13524069061041
"125",2022-03-08 00:10:20,1,303,100,49.3571530599468,6.32030071241211
"126",2022-03-08 00:10:25,1,303,100,49.8257863645961,6.2266678463425
"127",2022-03-08 00:10:30,1,303,100,48.655920021313,6.21859239130453
"128",2022-03-08 00:10:35,1,303,100,48.3695512678387,6.28995379095813
"129",2022-03-08 00:10:40,1,303,100,49.5217029399328,5.57597605578566
"130",2022-03-08 00:10:45,1,303,100,49.0591207780171,6.26061267757962
"131",2022-03-08 00:10:50,1,303,100,48.4812356030118,6.51992174619774
"132",2022-03-08 00:10:55,1,303,100,48.4423330759641,5.96491029200113
"133",2022-03-08 00:11:00,1,303,100,48.9846091467532,6.23412175533909
"134",2022-03-08 00:11:05,1,303,100,48.3825179969806,6.35632533661902
"135",2022-03-08 00:11:10,1,303,100,48.8443778766753,6.55940228961821
"136",2022-03-08 00:11:15,1,303,100,50.6326649183107,6.01484594816578
"137",2022-03-08 00:11:20,1,303,100,50.0340384684098,5.81272278727866
"138",2022-03-08 00:11:25,1,303,100,47.8263151261115,6.26973159591158
"139",2022-03-08 00:11:30,1,303,100,49.4307902693954,6.24101426642135
"140",2022-03-08 00:11:35,1,303,100,48.5204301668506,6.29848123891457
"141",2022-03-08 00:11:40,1,303,100,49.0171267974538,6.06060254170559
"142",2022-03-08 00:11:45,1,303,100,50.4761581548158,6.34648482830148
"143",2022-03-08 00:11:50,1,303,100,48.3239222253019,6.7186724152355
"144",2022-03-08 00:11:55,1,303,100,49.4349969595526,5.69036583018196
"145",2022-03-08 00:12:00,1,303,100,48.5141412612284,6.28145245717552
"146",2022-03-08 00:12:05,1,303,100,49.4498342974617,6.24599154733602
"147",2022-03-08 00:12:10,1,303,100,49.5263557220414,6.57242989015769
"148",2022-03-08 00:12:15,1,303,100,49.1258630735745,6.08460300184392
"149",2022-03-08 00:12:20,1,303,100,49.0924051339811,6.23465710815278
"150",2022-03-08 00:12:25,1,303,100,48.8496934026045,5.86207709734758
"151",2022-03-08 00:12:30,1,303,100,50.3968889040398,6.55417243313101
"152",2022-03-08 00:12:35,1,303,100,50.3773584354845,5.97124618199528
"153",2022-03-08 00:12:40,1,303,100,48.8802931405865,5.93648092969638
"154",2022-03-08 00:12:45,1,303,100,49.0430798391754,6.53797299949801
"155",2022-03-08 00:12:50,1,303,100,48.4562175656861,6.03472982807339
"156",2022-03-08 00:12:55,1,303,100,48.5312880947697,6.08121840316151
"157",2022-03-08 00:13:00,1,303,100,47.3080969969551,6.48134406075297
"158",2022-03-08 00:13:05,1,303,100,48.6921950094546,5.65358520463612
"159",2022-03-08 00:13:10,1,303,100,49.180909854702,6.18070677087083
"160",2022-03-08 00:13:15,1,303,100,49.6020124942841,6.01615698087091
"161",2022-03-08 00:13:20,1,303,100,49.2242402487748,6.47631911825989
"162",2022-03-08 00:13:25,1,303,100,49.9705407428717,6.18882230185701
"163",2022-03-08 00:13:30,1,303,100,48.9100273444187,6.16836409869288
"164",2022-03-08 00:13:35,1,303,100,48.796532454895,6.11349245068129
"165",2022-03-08 00:13:40,1,303,100,49.7778524847324,5.90973355501265
"166",2022-03-08 00:13:45,1,303,100,48.4633578131791,6.34874374190605
"167",2022-03-08 00:13:50,1,303,100,48.8242671508446,6.24658748172127
"168",2022-03-08 00:13:55,1,303,100,49.3942438263597,5.89209881851675
"169",2022-03-08 00:14:00,1,303,100,48.1798949997425,6.20257316028986
"170",2022-03-08 00:14:05,1,303,100,48.7059865369338,6.12612668766452
"171",2022-03-08 00:14:10,1,303,100,49.6351450919967,6.39695589694536
"172",2022-03-08 00:14:15,1,303,100,47.9204882076975,6.42478275858901
"173",2022-03-08 00:14:20,1,303,100,49.6625471980129,6.44543383371238
"174",2022-03-08 00:14:25,1,303,100,48.8809498681835,6.05397001233838
"175",2022-03-08 00:14:30,1,303,100,49.5721478824457,6.60344348016789
"176",2022-03-08 00:14:35,1,303,100,48.6510433916999,5.86091003928878
"177",2022-03-08 00:14:40,1,303,100,50.3808206068594,6.01212643413064
"178",2022-03-08 00:14:45,1,303,100,49.2935630063445,6.26037631958399
"179",2022-03-08 00:14:50,1,303,100,48.6506351012274,6.0567335229309
"180",2022-03-08 00:14:55,1,303,100,49.6338330772888,6.34185363612471
"181",2022-03-08 00:15:00,1,303,100,49.5496973958185,6.46861153628695
"182",2022-03-08 00:15:05,1,303,100,48.9880655668979,6.66579366976196
"183",2022-03-08 00:15:10,1,303,100,49.2467109362051,5.78652262371849
"184",2022-03-08 00:15:15,1,303,100,48.9121149227378,6.31027739325866
"185",2022-03-08 00:15:20,1,303,100,49.648609509016,6.13099606246017
"186",2022-03-08 00:15:25,1,303,100,48.7458175098653,6.40063795929123
"187",2022-03-08 00:15:30,1,303,100,48.9953268515175,6.50641448278334
"188",2022-03-08 00:15:35,1,303,100,49.175355331377,5.87520906695846
"189",2022-03-08 00:15:40,1,303,100,49.1170649604396,5.88206105402711
"190",2022-03-08 00:15:45,1,303,100,49.9724362359617,6.53106913158214
"191",2022-03-08 00:15:50,1,303,100,48.5288892272382,5.91026857709812
"192",2022-03-08 00:15:55,1,303,100,48.2819806436881,6.17200755224656
"193",2022-03-08 00:16:00,1,303,100,48.815115067665,6.67418686624397
"194",2022-03-08 00:16:05,1,303,100,48.6030750516964,6.34126172752262
"195",2022-03-08 00:16:10,1,303,100,49.9774194213166,6.20657253025952
"196",2022-03-08 00:16:15,1,303,100,50.2647043473801,6.22276303635738
"197",2022-03-08 00:16:20,1,303,100,48.7619529017139,6.35239621310368
"198",2022-03-08 00:16:25,1,303,100,49.0369955482284,6.30839423348969
"199",2022-03-08 00:16:30,1,303,100,49.0249495822038,6.4669273491227
"200",2022-03-08 00:16:35,1,303,100,49.0997714058838,5.66027697032641
"201",2022-03-09 00:00:00,1,303,200,49.2876435899371,5.6507773449436
"202",2022-03-09 00:00:05,1,303,200,49.5395833628983,5.43587871234346
"203",2022-03-09 00:00:10,1,303,200,49.8103771244295,5.559530217384
"204",2022-03-09 00:00:15,1,303,200,49.0408990842862,5.31768586055296
"205",2022-03-09 00:00:20,1,303,200,49.3084381450162,5.38209912773912
"206",2022-03-09 00:00:25,1,303,200,49.7566341786699,5.65445780028189
"207",2022-03-09 00:00:30,1,303,200,49.2005607432729,5.90198860244145
"208",2022-03-09 00:00:35,1,303,200,48.0358887031634,5.11415470317645
"209",2022-03-09 00:00:40,1,303,200,49.6787134420477,5.46268471609416
"210",2022-03-09 00:00:45,1,303,200,49.3225207447041,5.35550249763115
"211",2022-03-09 00:00:50,1,303,200,50.1055095623039,5.66812581701646
"212",2022-03-09 00:00:55,1,303,200,49.247748956545,5.71707520907947
"213",2022-03-09 00:01:00,1,303,200,49.2053688764201,5.33974471450634
"214",2022-03-09 00:01:05,1,303,200,49.9741413499754,5.7832874658367
"215",2022-03-09 00:01:10,1,303,200,50.0245480839661,5.36869801686744
"216",2022-03-09 00:01:15,1,303,200,47.1767334935094,5.59842134553224
"217",2022-03-09 00:01:20,1,303,200,48.5870146102538,5.63447937080702
"218",2022-03-09 00:01:25,1,303,200,48.7317717750671,4.94274729629087
"219",2022-03-09 00:01:30,1,303,200,49.740283131389,5.81756307794841
"220",2022-03-09 00:01:35,1,303,200,49.6713556776142,5.52528873961063
"221",2022-03-09 00:01:40,1,303,200,49.7527898033013,4.95856751332492
"222",2022-03-09 00:01:45,1,303,200,48.8535509399013,5.24318493623252
"223",2022-03-09 00:01:50,1,303,200,48.6642411342209,5.92967203103857
"224",2022-03-09 00:01:55,1,303,200,49.7312129212335,5.7258562794631
"225",2022-03-09 00:02:00,1,303,200,48.0880755375612,5.66631589671339
"226",2022-03-09 00:02:05,1,303,200,48.1800817057673,5.79705979014198
"227",2022-03-09 00:02:10,1,303,200,49.2628383496905,5.13117037274239
"228",2022-03-09 00:02:15,1,303,200,49.7227182220167,5.73740040601251
"229",2022-03-09 00:02:20,1,303,200,48.4202999691238,5.29872639001384
"230",2022-03-09 00:02:25,1,303,200,49.031423331843,5.4222468924531
"231",2022-03-09 00:02:30,1,303,200,49.3809746206775,5.83757280451234
"232",2022-03-09 00:02:35,1,303,200,48.2545951174583,5.68752860189903
"233",2022-03-09 00:02:40,1,303,200,49.4202029388015,5.75074454122404
"234",2022-03-09 00:02:45,1,303,200,48.7655942915203,5.40506209313368
"235",2022-03-09 00:02:50,1,303,200,48.6443536463816,5.46519731880057
"236",2022-03-09 00:02:55,1,303,200,48.4606358748161,5.51443981784833
"237",2022-03-09 00:03:00,1,303,200,49.5765366909208,5.62347570410186
"238",2022-03-09 00:03:05,1,303,200,48.3728149296885,5.39646580027596
"239",2022-03-09 00:03:10,1,303,200,48.1600752111092,5.7014206545909
"240",2022-03-09 00:03:15,1,303,200,49.6084109948608,5.71902750247853
"241",2022-03-09 00:03:20,1,303,200,49.8981248751185,5.44292590243949
"242",2022-03-09 00:03:25,1,303,200,47.6925130876295,5.62341785782202
"243",2022-03-09 00:03:30,1,303,200,50.3929417774082,6.00069326281747
"244",2022-03-09 00:03:35,1,303,200,49.0201259184815,5.43686747778549
"245",2022-03-09 00:03:40,1,303,200,47.9941513010609,5.75237877725768
"246",2022-03-09 00:03:45,1,303,200,49.5943843825697,5.76914382883059
"247",2022-03-09 00:03:50,1,303,200,49.4390898387571,6.17832122591337
"248",2022-03-09 00:03:55,1,303,200,49.1850179456732,4.8701810113233
"249",2022-03-09 00:04:00,1,303,200,48.4528291179515,5.36649727672562
"250",2022-03-09 00:04:05,1,303,200,49.0984841188258,5.19159457834514
"251",2022-03-09 00:04:10,1,303,200,49.1098137755816,5.59232432869304
"252",2022-03-09 00:04:15,1,303,200,49.8031991056349,5.47181675012811
"253",2022-03-09 00:04:20,1,303,200,48.2944851467801,5.87902385657026
"254",2022-03-09 00:04:25,1,303,200,48.9239733546502,5.00145403309886
"255",2022-03-09 00:04:30,1,303,200,48.3540810031152,5.30981551660897
"256",2022-03-09 00:04:35,1,303,200,48.0106488398424,5.31519359391614
"257",2022-03-09 00:04:40,1,303,200,49.6345738057197,5.4773795760542
"258",2022-03-09 00:04:45,1,303,200,48.2728731644468,5.1354238397019
"259",2022-03-09 00:04:50,1,303,200,48.5164669036468,5.40879913089791
"260",2022-03-09 00:04:55,1,303,200,49.2240261841032,5.05419208594909
"261",2022-03-09 00:05:00,1,303,200,48.6936243212843,5.29030094967483
"262",2022-03-09 00:05:05,1,303,200,49.1763802855407,6.23822190751265
"263",2022-03-09 00:05:10,1,303,200,49.355809783382,5.17503643121878
"264",2022-03-09 00:05:15,1,303,200,49.7166501515659,6.01737020322577
"265",2022-03-09 00:05:20,1,303,200,50.5350530871479,5.42039693058322
"266",2022-03-09 00:05:25,1,303,200,49.0800869244278,5.33189264388505
"267",2022-03-09 00:05:30,1,303,200,48.9763546461652,5.43955224805412
"268",2022-03-09 00:05:35,1,303,200,47.6114131967555,5.88230177418898
"269",2022-03-09 00:05:40,1,303,200,49.5812373515543,5.63303198570074
"270",2022-03-09 00:05:45,1,303,200,50.3277094130382,5.75303410950499
"271",2022-03-09 00:05:50,1,303,200,49.1440458568067,5.33674071707792
"272",2022-03-09 00:05:55,1,303,200,49.5926640583949,5.33192666019513
"273",2022-03-09 00:06:00,1,303,200,48.5361757735142,5.2654840081221
"274",2022-03-09 00:06:05,1,303,200,49.755520080227,6.21262066980715
"275",2022-03-09 00:06:10,1,303,200,47.5999292151161,6.00112894461456
"276",2022-03-09 00:06:15,1,303,200,48.9854638482663,6.23176009530073
"277",2022-03-09 00:06:20,1,303,200,48.6262265413111,5.27728669427597
"278",2022-03-09 00:06:25,1,303,200,47.334042997909,5.5082396474928
"279",2022-03-09 00:06:30,1,303,200,49.2868228305105,5.04277816750063
"280",2022-03-09 00:06:35,1,303,200,49.2250414100252,5.78227246114561
"281",2022-03-09 00:06:40,1,303,200,49.0856355937132,5.79801050739592
"282",2022-03-09 00:06:45,1,303,200,48.8856083952627,5.06949997866712
"283",2022-03-09 00:06:50,1,303,200,48.7661424125814,5.13631835897274
"284",2022-03-09 00:06:55,1,303,200,48.8965460708475,5.50695512312099
"285",2022-03-09 00:07:00,1,303,200,49.1082238023105,5.25751064680394
"286",2022-03-09 00:07:05,1,303,200,49.6181818367147,5.42312126853764
"287",2022-03-09 00:07:10,1,303,200,49.6884479605681,5.19148473826391
"288",2022-03-09 00:07:15,1,303,200,48.5981807274884,5.69514687442684
"289",2022-03-09 00:07:20,1,303,200,49.8024203219045,5.82572852934824
"290",2022-03-09 00:07:25,1,303,200,48.6787043256528,5.3772766015489
"291",2022-03-09 00:07:30,1,303,200,48.3013148504645,5.89659333601318
"292",2022-03-09 00:07:35,1,303,200,48.8925424377126,5.65203653928189
"293",2022-03-09 00:07:40,1,303,200,49.381924748985,5.92278112167593
"294",2022-03-09 00:07:45,1,303,200,48.5255634173559,5.48134787845548
"295",2022-03-09 00:07:50,1,303,200,49.8986430961019,5.5617152399528
"296",2022-03-09 00:07:55,1,303,200,48.7579996929031,5.75811701875811
"297",2022-03-09 00:08:00,1,303,200,49.5199936822439,5.84239209961351
"298",2022-03-09 00:08:05,1,303,200,49.1579518357076,5.39842445394237
"299",2022-03-09 00:08:10,1,303,200,48.6340150530304,5.83563134388683
"300",2022-03-09 00:08:15,1,303,200,49.9871282027176,5.34559160069991
"301",2022-03-09 00:08:20,1,303,200,49.6485696882382,5.63622512591495
"302",2022-03-09 00:08:25,1,303,200,49.7468269825357,5.51865823690654
"303",2022-03-09 00:08:30,1,303,200,48.9342174684123,5.9967823130869
"304",2022-03-09 00:08:35,1,303,200,48.9038946342718,5.86944238379161
"305",2022-03-09 00:08:40,1,303,200,48.6982940974843,5.31653825350918
"306",2022-03-09 00:08:45,1,303,200,49.4547057960096,5.44899290801196
"307",2022-03-09 00:08:50,1,303,200,48.5318602575993,5.79149366810173
"308",2022-03-09 00:08:55,1,303,200,48.5436047464136,5.8031449732206
"309",2022-03-09 00:09:00,1,303,200,49.1130751304643,5.54361318780147
"310",2022-03-09 00:09:05,1,303,200,49.5382413683413,5.58768552305299
"311",2022-03-09 00:09:10,1,303,200,48.2218251023069,5.17992169678217
"312",2022-03-09 00:09:15,1,303,200,49.2714251724702,6.12931792680527
"313",2022-03-09 00:09:20,1,303,200,49.7545764326505,5.61279687554199
"314",2022-03-09 00:09:25,1,303,200,49.2048884394784,5.4479162840335
"315",2022-03-09 00:09:30,1,303,200,48.8060117245029,5.53032897343881
"316",2022-03-09 00:09:35,1,303,200,49.3390203894591,4.89321205876264
"317",2022-03-09 00:09:40,1,303,200,48.7249282158027,5.72313236001264
"318",2022-03-09 00:09:45,1,303,200,48.4736474074521,5.31702468225327
"319",2022-03-09 00:09:50,1,303,200,49.0752186433708,5.17225250198082
"320",2022-03-09 00:09:55,1,303,200,48.0756545660558,5.69003451697351
"321",2022-03-09 00:10:00,1,303,200,49.3818124621844,6.02044589901331
"322",2022-03-09 00:10:05,1,303,200,48.8776159044981,4.85696164502004
"323",2022-03-09 00:10:10,1,303,200,48.9355829618094,5.36942174623216
"324",2022-03-09 00:10:15,1,303,200,50.0183854622473,5.42255079965872
"325",2022-03-09 00:10:20,1,303,200,48.5230856921806,5.44709759060766
"326",2022-03-09 00:10:25,1,303,200,49.6757010362559,5.83298950859035
"327",2022-03-09 00:10:30,1,303,200,49.0363165517841,5.38754785009042
"328",2022-03-09 00:10:35,1,303,200,49.6959807396699,5.6928969071612
"329",2022-03-09 00:10:40,1,303,200,48.4018255537232,4.75740796131958
"330",2022-03-09 00:10:45,1,303,200,49.5891856934206,5.51880543239174
"331",2022-03-09 00:10:50,1,303,200,49.9443501602305,5.47819815346877
"332",2022-03-09 00:10:55,1,303,200,48.6511314275317,5.28510215484046
"333",2022-03-09 00:11:00,1,303,200,49.4801518908407,5.58495145147931
"334",2022-03-09 00:11:05,1,303,200,49.0314868270966,5.66708822695211
"335",2022-03-09 00:11:10,1,303,200,49.3142100418871,5.558646253297
"336",2022-03-09 00:11:15,1,303,200,50.0535427871572,5.07897988930006
"337",2022-03-09 00:11:20,1,303,200,48.2237571129937,5.55773068195784
"338",2022-03-09 00:11:25,1,303,200,48.8413532140118,5.34528631408505
"339",2022-03-09 00:11:30,1,303,200,49.4326249183103,5.6003322378274
"340",2022-03-09 00:11:35,1,303,200,48.501076214154,5.02613066643819
"341",2022-03-09 00:11:40,1,303,200,49.0005003666641,5.47136560177902
"342",2022-03-09 00:11:45,1,303,200,49.7469333503971,5.70438628343087
"343",2022-03-09 00:11:50,1,303,200,49.7219213002744,5.89235003935455
"344",2022-03-09 00:11:55,1,303,200,48.6819006907515,5.57415080576859
"345",2022-03-09 00:12:00,1,303,200,48.5943089967123,5.68852417069234
"346",2022-03-09 00:12:05,1,303,200,48.9995095851663,5.05261472835325
"347",2022-03-09 00:12:10,1,303,200,49.3113957216886,5.61721982601823
"348",2022-03-09 00:12:15,1,303,200,48.7121455540383,5.28710034296045
"349",2022-03-09 00:12:20,1,303,200,48.7677213606962,5.50973738984736
"350",2022-03-09 00:12:25,1,303,200,48.8040912365506,5.50975361645439
"351",2022-03-09 00:12:30,1,303,200,49.8374173466971,5.02543899064409
"352",2022-03-09 00:12:35,1,303,200,48.7338411879614,5.66054256590104
"353",2022-03-09 00:12:40,1,303,200,48.1383833270099,5.8110457455733
"354",2022-03-09 00:12:45,1,303,200,49.2191522714535,5.20486421456234
"355",2022-03-09 00:12:50,1,303,200,48.7258730658996,5.99954881110312
"356",2022-03-09 00:12:55,1,303,200,48.6241681764025,5.37325516773784
"357",2022-03-09 00:13:00,1,303,200,49.9212987915925,5.42071789855398
"358",2022-03-09 00:13:05,1,303,200,47.6298531830385,5.1874625348219
"359",2022-03-09 00:13:10,1,303,200,49.7007232284601,5.11536255236977
"360",2022-03-09 00:13:15,1,303,200,48.5156036923157,5.83220349578387
"361",2022-03-09 00:13:20,1,303,200,47.611151959709,6.64869372620186
"362",2022-03-09 00:13:25,1,303,200,48.9270607005766,5.52386546920182
"363",2022-03-09 00:13:30,1,303,200,47.8228406895551,5.77485621072745
"364",2022-03-09 00:13:35,1,303,200,49.2179437338275,4.95843558955594
"365",2022-03-09 00:13:40,1,303,200,47.8073136977119,5.52529878419939
"366",2022-03-09 00:13:45,1,303,200,48.1221475594489,5.18817557779041
"367",2022-03-09 00:13:50,1,303,200,49.5980917152739,5.33592174044716
